programa,2013,2014,2015,2016,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
memorias-del-subdesarrollo,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-big-bang-mis-ancestros-y-yo,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osos-polares-viviendo-sobre-el-hielo,68,138,86,0,0,0,0,0,0,0,0,19,0,15,15,19,0,26,0,26,26,0,26,0,0,34,0,0,0,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aca-estamos-historias-de-nietos-que,1370,551,0,0,0,0,0,0,240,496,450,162,0,0,0,22,0,0,126,0,0,0,0,0,188,197,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodolfo-walsh-reconstruccion-de-un,27,232,246,322,0,0,0,0,0,27,0,0,0,0,0,0,96,0,136,0,0,0,0,0,0,0,0,0,21,0,180,45,0,0,0,0,0,0,0,0,0,0,234,88,0,0,0,0,0,0,0,0
metamorfosis-la-ciencia-del-cambio,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-cuerpo-viviente,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoy-bailare,667,384,527,596,0,0,0,0,288,309,0,0,0,0,0,70,0,0,0,220,26,0,0,0,0,0,0,138,0,0,0,272,48,0,0,0,0,0,0,207,298,291,7,0,0,0,0,0,0,0,0,0
icaros,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
argentina-beat,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
la-vida-secreta-de-los-elefantes,562,78,227,242,0,0,0,0,0,0,363,139,0,0,60,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,78,78,71,0,0,0,78,0,78,0,0,86,0,0,0,0,0,0
sobrevivir-en-la-sequia,0,47,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dialogos-con-laclau,279,507,147,21,0,0,0,0,279,0,0,0,0,0,0,0,0,0,399,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,84,21,0,0,0,0,0,0,0,0,0,0,0
leones-blancos-nacidos-salvajes,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,94,0
grandes-infraestructuras-argentinas,958,96,817,0,0,0,0,0,0,0,0,0,0,205,392,361,96,0,0,0,0,0,0,0,0,0,0,0,0,0,296,391,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
historias-de-la-plaza,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especial-grandes-infraestructuras,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-belleza-de-los-mapas,170,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mi-viaje-a-italia,0,0,154,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,133,0,0,0,0,0,0,448,380,27,0,0,0,0,0
pampa-del-indio,89,587,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,71,0,252,249,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beijing-biografia-de-una-capital,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telescope-una-charla-con-hitchcock,0,157,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,41,21,0,0,0,0,0,0,102,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martin-luther-king-y-la-lucha-por-los,0,0,46,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,49,0,0,131,0,0,24,0,0,79,0,0
africa,0,0,1788,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,409,366,349,304,315,0,0,138,0,0,0,0,138,0,0,0
de-neftali-a-pablo,268,144,0,0,0,0,0,0,0,0,0,0,268,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-hombre-de-tukma,665,1240,120,215,0,0,0,0,335,315,15,0,0,0,0,0,0,0,272,152,7,0,0,0,0,233,293,283,30,90,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0
con-ustedes-el-cine,0,0,80,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,120,68,0,0,0,0,0,0,0,0
se-trata-de-nosotros,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,345,26,0,0
mundo-torres,0,754,291,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,370,35,0,0,0,0,0,241,15,0,0,0,0,0,0,262,39,0,0,0,0,211,0,0,0
la-guerra-en-espana,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roth-sobre-roth,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hemisferio-sur,1792,754,0,0,0,0,0,0,434,502,340,133,0,299,84,0,370,346,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al-trote,0,0,92,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
la-ballena-azul-en-concierto,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,0,0,0,0,0,0,0,0,0,0,0,0
200-dias-que-cambiaron-el-mundo,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,42,0,180,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las-mensajeras-de-los-dioses,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-dialogo-de-america,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usa-tu-net,1177,0,0,0,0,0,0,0,332,347,400,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-ruta-de-las-especias,0,1808,2552,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,374,374,398,0,0,0,333,391,377,335,225,33,0,0,0,301,298,275,317,492,414,18,0,0,0,0,0,0,373,22,0
radiocaj,0,1959,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,287,329,48,267,251,251,245,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-ala-rota-la-vida-de-jorge-newbery,53,103,42,216,0,0,0,0,0,0,0,0,0,27,0,26,0,0,21,0,0,0,0,0,21,0,0,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,173,0,0,0,0,0
ley-pareja,0,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henry-miller-dormido-y-despierto,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entrevistas,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obras-maestras-inconclusas,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
escuela-de-maestros,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,308,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
futuros-docentes,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,291,215,230,0,0,0,0,0
los-exilios-del-cine-de-hitler-a,159,350,324,0,0,0,0,0,152,7,0,0,0,0,0,0,72,14,0,0,0,31,212,21,0,0,0,0,0,313,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manet-el-hombre-que-invento-el-arte,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deporte-joven,195,0,0,0,0,0,0,0,115,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equilibrios-parques-nacionales,0,0,960,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,347,279,270,0,0,0,348,0,0,375,385,354,75,0
la-vida-oculta-de-nuestros-genes,79,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-familia-de-osos-y-yo,0,0,456,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,145,0,0,0,26,26,334,18,0,0,0,0,112,52,86,0,0
oficios-curso-de-terminaciones,0,401,381,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,183,165,33,0,0,0,0,66,132,186,66,132,33,0
mujeres-en-la-guerra,0,52,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
cantoras,2444,859,510,15,0,0,0,0,311,238,453,426,399,471,146,0,0,0,253,271,150,0,69,30,0,27,59,0,0,0,212,259,18,0,21,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
clementina,0,0,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,44,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
historias-de-genero,0,519,530,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,271,34,0,244,184,41,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,233,247,60,0
consumo-cuidado,0,807,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,180,144,144,180,0,0,0,144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elecciones-paso-a-paso-especial,59,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y-si-esto-no-es-cultura,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0
especial-darwin-en-argentina,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,74,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-universo-elegante,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-conspiracion-permanente,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,65,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-mente-en-movimiento,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par-is-1919,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oficios-curso-de-peluqueria,0,499,554,378,0,0,0,0,0,0,0,0,0,0,0,0,0,234,265,0,0,0,0,0,0,0,0,0,0,0,26,0,33,132,165,165,33,0,0,0,0,132,48,132,66,0,0,0,0,0,0,0
la-vida-secreta-del-hielo,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0
plop-caete-de-risa,0,0,1318,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,326,357,289,7,0,0,0,0,0,0,0,405,334,452,388,339,355,86,0
la-historia-del-mundo,0,0,1040,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,273,356,299,0,0,0,0,0,0,0,261,402,76,0
mcluhan-el-visionario-de-la-sociedad,0,0,603,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,268,40,0,0,0,0,129,159,0,0,0,0,0,0,0,0,0,0
iglesia-latinoamericana,0,1384,183,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,454,415,453,0,125,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,86,0,304,0,0,0,0,0
carnaval-una-fiesta-popular,0,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-genocidio-armenio,0,66,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-siglo-de-cartier-bresson,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caribe-salvaje,64,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-caminos-de-la-lectura,0,0,155,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0
cero-drama,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,404,92,0
archivos-de-la-democracia,551,1836,28,0,0,0,0,0,0,0,0,0,0,27,0,524,71,0,0,0,373,517,472,48,0,0,0,355,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
como-empece-a-odiar-las-matematicas,0,0,182,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,105,0,0,0,0,0,0,0,0,250,7,0,0,0,0,0
garcia-y-los-enfermeros,1389,643,0,765,0,0,0,0,502,90,0,0,0,0,384,413,95,0,0,102,76,0,0,0,0,0,289,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,402,91,0
la-china-antigua,0,622,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,407,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zygmunt-bauman-en-lawnswood-gardens,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,0,0,42,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croacia-salvaje,49,138,138,78,0,0,0,0,0,0,0,0,19,0,30,0,0,0,26,26,26,0,34,0,0,0,26,0,26,26,0,0,0,0,60,0,0,0,26,0,26,0,26,26,0,0,0,0,0,0,0,0
reina-de-carnaval,0,0,292,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,22,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
india-salvaje-la-tierra-del-tigre,188,216,0,0,0,0,0,0,0,94,0,0,0,94,0,0,0,104,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-asombrosa-excursion-de-zamba,60,80,0,0,0,0,0,0,0,11,0,0,15,0,34,0,0,0,0,0,0,26,32,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
las-dos-caras-de-auschwitz,0,0,153,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,122,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
guerreros,282,0,0,0,0,0,0,0,0,0,132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinguinos-de-la-antartida,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distancia-cero-historia-de-las,2192,862,686,490,0,0,0,0,90,0,0,308,490,492,449,363,95,31,0,0,0,0,0,222,226,266,22,0,0,0,282,283,57,0,64,0,0,0,0,0,0,15,0,0,0,0,0,0,0,441,34,0
la-historia-en-el-cine,783,1021,1210,850,0,0,0,0,0,0,0,0,0,0,432,351,42,563,0,31,0,0,0,0,0,125,239,21,174,0,0,135,260,177,21,135,208,73,0,27,153,0,0,0,187,229,239,42,0,0,0,0
impreso-en-argentina,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
los-heroes-de-la-ilustracion,0,160,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,42,0,0,0,0,0,0,0,206,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-ciclo-de-la-vida,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oficios-curso-de-huerta,0,340,960,1167,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,111,111,137,104,92,0,0,0,0,90,225,90,0,66,150,105,180,180,90,66,165,132,33,0
que-fue-de-tu-vida,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charlas-tedx-rio-de-la-plata,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recordando-el-show-de-alejandro-molina,0,1263,56,7,0,0,0,0,0,0,0,0,0,0,0,0,464,501,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,7,0,0,0,0,0,0,0,0,0,0,0
el-ocaso-de-las-civilizaciones,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,91,0
vuelo-de-cabotaje,722,0,0,0,0,0,0,0,0,0,0,211,338,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vincent-la-historia-completa,0,566,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,319,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
babilonia-al-descubierto,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juana-bronce-y-libertad,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,102,0,203,26,27,0,0,0,0,0,0,0,0,0,0,0,0
superanimales,2003,276,242,0,0,0,0,0,285,325,433,395,56,335,174,0,0,0,0,0,0,138,0,0,138,0,0,0,0,0,104,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cambio-ambiental,1117,839,0,0,0,0,0,0,0,0,0,0,0,300,415,402,85,0,0,0,0,0,0,368,311,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roma-al-descubierto,1192,700,0,0,0,0,0,0,328,373,376,115,0,0,0,0,0,423,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insectomania,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0
misiones-historias-de-nuestra-provincia,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebelion-en-los-llanos-vida,769,623,0,0,0,0,0,0,398,42,0,0,0,298,31,0,0,0,31,335,27,0,0,0,0,0,219,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jugadores-de-toda-la-cancha,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orbita-el-viaje-extraordinario-de-la,0,0,336,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,31,0,0,0,0,0,372,226,0,0,0,0,492,39,0,0,0
ernesto-baffa-poesia-de-bandoneon,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
el-perseguidor-blues-jazz-and-soul,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
como-sobrevivir-a-una-plaga,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
construyendo-un-imperio,0,0,1625,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,312,366,191,359,37,0,0,397,424,297,415,548,339,27,0,0,0,0,0
la-celebracion,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,65,0
